title,company,location,remote_ok,visa_sponsorship,min_salary,max_salary,required_skills,description
Senior DevOps Engineer,Keystone Data,"Chicago, IL",true,false,103000,143000,CI/CD;Linux;Terraform;AWS,"Keystone Data is hiring a Senior DevOps Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Site Reliability Engineer,Nimbus Security,"Denver, CO",false,false,106000,151000,SRE;Prometheus;Kubernetes;Python,"Nimbus Security is hiring a Senior Site Reliability Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Analytics Engineer,MapleGrid,"Atlanta, GA",false,true,109000,159000,SQL;dbt;Looker;Python,"MapleGrid is hiring a Senior Analytics Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Python Developer,Apex Logistics,"Raleigh, NC",true,true,112000,167000,Python;Django;PostgreSQL;REST APIs,"Apex Logistics is hiring a Senior Python Developer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Cloud Engineer,Veridian Energy,"Washington, DC",false,false,115000,150000,AWS;Terraform;Docker;Networking,"Veridian Energy is hiring a Senior Cloud Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior API Engineer,StackWave,"Portland, OR",false,false,118000,158000,FastAPI;Python;OpenAPI;PostgreSQL,"StackWave is hiring a Senior API Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Security Engineer,Quartz Bio,"Los Angeles, CA",true,true,121000,166000,Security;Python;AWS;SIEM,"Quartz Bio is hiring a Senior Security Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Mobile Engineer,RelayOps,"Philadelphia, PA",false,true,124000,174000,Kotlin;Swift;REST APIs;Testing,"RelayOps is hiring a Senior Mobile Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior QA Automation Engineer,PrismHR,"Minneapolis, MN",false,false,127000,182000,Pytest;Selenium;Python;CI/CD,"PrismHR is hiring a Senior QA Automation Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Data Scientist,Northstar Labs,Remote,true,false,130000,165000,Python;Statistics;SQL;Machine Learning,"Northstar Labs is hiring a Senior Data Scientist to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior MLOps Engineer,BrightBridge Health,"New York, NY",false,true,133000,173000,MLOps;Docker;Kubernetes;Python,"BrightBridge Health is hiring a Senior MLOps Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Product Engineer,Cedar Analytics,"San Francisco, CA",false,true,136000,181000,Product Thinking;TypeScript;Python;APIs,"Cedar Analytics is hiring a Senior Product Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Database Engineer,Orbit Commerce,"Austin, TX",true,false,139000,189000,PostgreSQL;SQL;Performance Tuning;Python,"Orbit Commerce is hiring a Senior Database Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Solutions Engineer,Summit Robotics,"Seattle, WA",false,false,142000,197000,Customer Discovery;Python;SQL;APIs,"Summit Robotics is hiring a Senior Solutions Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Backend Engineer,Harbor Fintech,"Boston, MA",false,true,145000,180000,Python;FastAPI;SQLAlchemy;PostgreSQL,"Harbor Fintech is hiring a Lead Backend Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Frontend Engineer,ClearPath AI,"Chicago, IL",true,true,148000,188000,TypeScript;React;CSS;REST APIs,"ClearPath AI is hiring a Lead Frontend Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Full Stack Engineer,BluePeak Systems,"Denver, CO",false,false,151000,196000,Python;React;PostgreSQL;Docker,"BluePeak Systems is hiring a Lead Full Stack Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Data Engineer,LatticeWorks,"Atlanta, GA",false,false,154000,204000,Python;SQL;Airflow;dbt,"LatticeWorks is hiring a Lead Data Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Machine Learning Engineer,MetroScale,"Raleigh, NC",true,true,157000,212000,Python;TensorFlow;scikit-learn;MLOps,"MetroScale is hiring a Lead Machine Learning Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Platform Engineer,NovaPay,"Washington, DC",false,true,160000,195000,Kubernetes;Docker;Terraform;AWS,"NovaPay is hiring a Lead Platform Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead DevOps Engineer,Evergreen Cloud,"Portland, OR",false,false,163000,203000,CI/CD;Linux;Terraform;AWS,"Evergreen Cloud is hiring a Lead DevOps Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Site Reliability Engineer,SignalForge,"Los Angeles, CA",true,false,166000,211000,SRE;Prometheus;Kubernetes;Python,"SignalForge is hiring a Lead Site Reliability Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Analytics Engineer,Atlas Learning,"Philadelphia, PA",false,true,169000,219000,SQL;dbt;Looker;Python,"Atlas Learning is hiring a Lead Analytics Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Python Developer,Riverstone Software,"Minneapolis, MN",false,true,172000,227000,Python;Django;PostgreSQL;REST APIs,"Riverstone Software is hiring a Lead Python Developer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Cloud Engineer,PixelFoundry,Remote,true,false,85000,120000,AWS;Terraform;Docker;Networking,"PixelFoundry is hiring a Lead Cloud Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead API Engineer,Keystone Data,"New York, NY",false,false,88000,128000,FastAPI;Python;OpenAPI;PostgreSQL,"Keystone Data is hiring a Lead API Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Security Engineer,Nimbus Security,"San Francisco, CA",false,true,91000,136000,Security;Python;AWS;SIEM,"Nimbus Security is hiring a Lead Security Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Mobile Engineer,MapleGrid,"Austin, TX",true,true,94000,144000,Kotlin;Swift;REST APIs;Testing,"MapleGrid is hiring a Lead Mobile Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead QA Automation Engineer,Apex Logistics,"Seattle, WA",false,false,97000,152000,Pytest;Selenium;Python;CI/CD,"Apex Logistics is hiring a Lead QA Automation Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Data Scientist,Veridian Energy,"Boston, MA",false,false,100000,135000,Python;Statistics;SQL;Machine Learning,"Veridian Energy is hiring a Lead Data Scientist to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead MLOps Engineer,StackWave,"Chicago, IL",true,true,103000,143000,MLOps;Docker;Kubernetes;Python,"StackWave is hiring a Lead MLOps Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Product Engineer,Quartz Bio,"Denver, CO",false,true,106000,151000,Product Thinking;TypeScript;Python;APIs,"Quartz Bio is hiring a Lead Product Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Database Engineer,RelayOps,"Atlanta, GA",false,false,109000,159000,PostgreSQL;SQL;Performance Tuning;Python,"RelayOps is hiring a Lead Database Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Solutions Engineer,PrismHR,"Raleigh, NC",true,false,112000,167000,Customer Discovery;Python;SQL;APIs,"PrismHR is hiring a Lead Solutions Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Backend Engineer,Northstar Labs,"Washington, DC",false,true,115000,150000,Python;FastAPI;SQLAlchemy;PostgreSQL,"Northstar Labs is hiring a Associate Backend Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Frontend Engineer,BrightBridge Health,"Portland, OR",false,true,118000,158000,TypeScript;React;CSS;REST APIs,"BrightBridge Health is hiring a Associate Frontend Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Full Stack Engineer,Cedar Analytics,"Los Angeles, CA",true,false,121000,166000,Python;React;PostgreSQL;Docker,"Cedar Analytics is hiring a Associate Full Stack Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Data Engineer,Orbit Commerce,"Philadelphia, PA",false,false,124000,174000,Python;SQL;Airflow;dbt,"Orbit Commerce is hiring a Associate Data Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Machine Learning Engineer,Summit Robotics,"Minneapolis, MN",false,true,127000,182000,Python;TensorFlow;scikit-learn;MLOps,"Summit Robotics is hiring a Associate Machine Learning Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Platform Engineer,Harbor Fintech,Remote,true,true,130000,165000,Kubernetes;Docker;Terraform;AWS,"Harbor Fintech is hiring a Associate Platform Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate DevOps Engineer,ClearPath AI,"New York, NY",false,false,133000,173000,CI/CD;Linux;Terraform;AWS,"ClearPath AI is hiring a Associate DevOps Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Site Reliability Engineer,BluePeak Systems,"San Francisco, CA",false,false,136000,181000,SRE;Prometheus;Kubernetes;Python,"BluePeak Systems is hiring a Associate Site Reliability Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Analytics Engineer,LatticeWorks,"Austin, TX",true,true,139000,189000,SQL;dbt;Looker;Python,"LatticeWorks is hiring a Associate Analytics Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Python Developer,MetroScale,"Seattle, WA",false,true,142000,197000,Python;Django;PostgreSQL;REST APIs,"MetroScale is hiring a Associate Python Developer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Cloud Engineer,NovaPay,"Boston, MA",false,false,145000,180000,AWS;Terraform;Docker;Networking,"NovaPay is hiring a Associate Cloud Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate API Engineer,Evergreen Cloud,"Chicago, IL",true,false,148000,188000,FastAPI;Python;OpenAPI;PostgreSQL,"Evergreen Cloud is hiring a Associate API Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Security Engineer,SignalForge,"Denver, CO",false,true,151000,196000,Security;Python;AWS;SIEM,"SignalForge is hiring a Associate Security Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Mobile Engineer,Atlas Learning,"Atlanta, GA",false,true,154000,204000,Kotlin;Swift;REST APIs;Testing,"Atlas Learning is hiring a Associate Mobile Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate QA Automation Engineer,Riverstone Software,"Raleigh, NC",true,false,157000,212000,Pytest;Selenium;Python;CI/CD,"Riverstone Software is hiring a Associate QA Automation Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Data Scientist,PixelFoundry,"Washington, DC",false,false,160000,195000,Python;Statistics;SQL;Machine Learning,"PixelFoundry is hiring a Associate Data Scientist to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate MLOps Engineer,Keystone Data,"Portland, OR",false,true,163000,203000,MLOps;Docker;Kubernetes;Python,"Keystone Data is hiring a Associate MLOps Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Product Engineer,Nimbus Security,"Los Angeles, CA",true,true,166000,211000,Product Thinking;TypeScript;Python;APIs,"Nimbus Security is hiring a Associate Product Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Database Engineer,MapleGrid,"Philadelphia, PA",false,false,169000,219000,PostgreSQL;SQL;Performance Tuning;Python,"MapleGrid is hiring a Associate Database Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Solutions Engineer,Apex Logistics,"Minneapolis, MN",false,false,172000,227000,Customer Discovery;Python;SQL;APIs,"Apex Logistics is hiring a Associate Solutions Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Backend Engineer,Veridian Energy,Remote,true,true,85000,120000,Python;FastAPI;SQLAlchemy;PostgreSQL,"Veridian Energy is hiring a Mid-Level Backend Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Frontend Engineer,StackWave,"New York, NY",false,true,88000,128000,TypeScript;React;CSS;REST APIs,"StackWave is hiring a Mid-Level Frontend Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Full Stack Engineer,Quartz Bio,"San Francisco, CA",false,false,91000,136000,Python;React;PostgreSQL;Docker,"Quartz Bio is hiring a Mid-Level Full Stack Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Data Engineer,RelayOps,"Austin, TX",true,false,94000,144000,Python;SQL;Airflow;dbt,"RelayOps is hiring a Mid-Level Data Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Machine Learning Engineer,PrismHR,"Seattle, WA",false,true,97000,152000,Python;TensorFlow;scikit-learn;MLOps,"PrismHR is hiring a Mid-Level Machine Learning Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Platform Engineer,Northstar Labs,"Boston, MA",false,true,100000,135000,Kubernetes;Docker;Terraform;AWS,"Northstar Labs is hiring a Mid-Level Platform Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level DevOps Engineer,BrightBridge Health,"Chicago, IL",true,false,103000,143000,CI/CD;Linux;Terraform;AWS,"BrightBridge Health is hiring a Mid-Level DevOps Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Site Reliability Engineer,Cedar Analytics,"Denver, CO",false,false,106000,151000,SRE;Prometheus;Kubernetes;Python,"Cedar Analytics is hiring a Mid-Level Site Reliability Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Analytics Engineer,Orbit Commerce,"Atlanta, GA",false,true,109000,159000,SQL;dbt;Looker;Python,"Orbit Commerce is hiring a Mid-Level Analytics Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Python Developer,Summit Robotics,"Raleigh, NC",true,true,112000,167000,Python;Django;PostgreSQL;REST APIs,"Summit Robotics is hiring a Mid-Level Python Developer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Cloud Engineer,Harbor Fintech,"Washington, DC",false,false,115000,150000,AWS;Terraform;Docker;Networking,"Harbor Fintech is hiring a Mid-Level Cloud Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level API Engineer,ClearPath AI,"Portland, OR",false,false,118000,158000,FastAPI;Python;OpenAPI;PostgreSQL,"ClearPath AI is hiring a Mid-Level API Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Security Engineer,BluePeak Systems,"Los Angeles, CA",true,true,121000,166000,Security;Python;AWS;SIEM,"BluePeak Systems is hiring a Mid-Level Security Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Mobile Engineer,LatticeWorks,"Philadelphia, PA",false,true,124000,174000,Kotlin;Swift;REST APIs;Testing,"LatticeWorks is hiring a Mid-Level Mobile Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level QA Automation Engineer,MetroScale,"Minneapolis, MN",false,false,127000,182000,Pytest;Selenium;Python;CI/CD,"MetroScale is hiring a Mid-Level QA Automation Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Data Scientist,NovaPay,Remote,true,false,130000,165000,Python;Statistics;SQL;Machine Learning,"NovaPay is hiring a Mid-Level Data Scientist to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level MLOps Engineer,Evergreen Cloud,"New York, NY",false,true,133000,173000,MLOps;Docker;Kubernetes;Python,"Evergreen Cloud is hiring a Mid-Level MLOps Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Product Engineer,SignalForge,"San Francisco, CA",false,true,136000,181000,Product Thinking;TypeScript;Python;APIs,"SignalForge is hiring a Mid-Level Product Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Database Engineer,Atlas Learning,"Austin, TX",true,false,139000,189000,PostgreSQL;SQL;Performance Tuning;Python,"Atlas Learning is hiring a Mid-Level Database Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Mid-Level Solutions Engineer,Riverstone Software,"Seattle, WA",false,false,142000,197000,Customer Discovery;Python;SQL;APIs,"Riverstone Software is hiring a Mid-Level Solutions Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Backend Engineer,PixelFoundry,"Boston, MA",false,true,145000,180000,Python;FastAPI;SQLAlchemy;PostgreSQL,"PixelFoundry is hiring a Senior Backend Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Frontend Engineer,Keystone Data,"Chicago, IL",true,true,148000,188000,TypeScript;React;CSS;REST APIs,"Keystone Data is hiring a Senior Frontend Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Full Stack Engineer,Nimbus Security,"Denver, CO",false,false,151000,196000,Python;React;PostgreSQL;Docker,"Nimbus Security is hiring a Senior Full Stack Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Data Engineer,MapleGrid,"Atlanta, GA",false,false,154000,204000,Python;SQL;Airflow;dbt,"MapleGrid is hiring a Senior Data Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Machine Learning Engineer,Apex Logistics,"Raleigh, NC",true,true,157000,212000,Python;TensorFlow;scikit-learn;MLOps,"Apex Logistics is hiring a Senior Machine Learning Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Platform Engineer,Veridian Energy,"Washington, DC",false,true,160000,195000,Kubernetes;Docker;Terraform;AWS,"Veridian Energy is hiring a Senior Platform Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior DevOps Engineer,StackWave,"Portland, OR",false,false,163000,203000,CI/CD;Linux;Terraform;AWS,"StackWave is hiring a Senior DevOps Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Site Reliability Engineer,Quartz Bio,"Los Angeles, CA",true,false,166000,211000,SRE;Prometheus;Kubernetes;Python,"Quartz Bio is hiring a Senior Site Reliability Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Analytics Engineer,RelayOps,"Philadelphia, PA",false,true,169000,219000,SQL;dbt;Looker;Python,"RelayOps is hiring a Senior Analytics Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Python Developer,PrismHR,"Minneapolis, MN",false,true,172000,227000,Python;Django;PostgreSQL;REST APIs,"PrismHR is hiring a Senior Python Developer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Cloud Engineer,Northstar Labs,Remote,true,false,85000,120000,AWS;Terraform;Docker;Networking,"Northstar Labs is hiring a Senior Cloud Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior API Engineer,BrightBridge Health,"New York, NY",false,false,88000,128000,FastAPI;Python;OpenAPI;PostgreSQL,"BrightBridge Health is hiring a Senior API Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Security Engineer,Cedar Analytics,"San Francisco, CA",false,true,91000,136000,Security;Python;AWS;SIEM,"Cedar Analytics is hiring a Senior Security Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Mobile Engineer,Orbit Commerce,"Austin, TX",true,true,94000,144000,Kotlin;Swift;REST APIs;Testing,"Orbit Commerce is hiring a Senior Mobile Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior QA Automation Engineer,Summit Robotics,"Seattle, WA",false,false,97000,152000,Pytest;Selenium;Python;CI/CD,"Summit Robotics is hiring a Senior QA Automation Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Data Scientist,Harbor Fintech,"Boston, MA",false,false,100000,135000,Python;Statistics;SQL;Machine Learning,"Harbor Fintech is hiring a Senior Data Scientist to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior MLOps Engineer,ClearPath AI,"Chicago, IL",true,true,103000,143000,MLOps;Docker;Kubernetes;Python,"ClearPath AI is hiring a Senior MLOps Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Product Engineer,BluePeak Systems,"Denver, CO",false,true,106000,151000,Product Thinking;TypeScript;Python;APIs,"BluePeak Systems is hiring a Senior Product Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Database Engineer,LatticeWorks,"Atlanta, GA",false,false,109000,159000,PostgreSQL;SQL;Performance Tuning;Python,"LatticeWorks is hiring a Senior Database Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Senior Solutions Engineer,MetroScale,"Raleigh, NC",true,false,112000,167000,Customer Discovery;Python;SQL;APIs,"MetroScale is hiring a Senior Solutions Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Backend Engineer,NovaPay,"Washington, DC",false,true,115000,150000,Python;FastAPI;SQLAlchemy;PostgreSQL,"NovaPay is hiring a Lead Backend Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Frontend Engineer,Evergreen Cloud,"Portland, OR",false,true,118000,158000,TypeScript;React;CSS;REST APIs,"Evergreen Cloud is hiring a Lead Frontend Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Full Stack Engineer,SignalForge,"Los Angeles, CA",true,false,121000,166000,Python;React;PostgreSQL;Docker,"SignalForge is hiring a Lead Full Stack Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Data Engineer,Atlas Learning,"Philadelphia, PA",false,false,124000,174000,Python;SQL;Airflow;dbt,"Atlas Learning is hiring a Lead Data Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Machine Learning Engineer,Riverstone Software,"Minneapolis, MN",false,true,127000,182000,Python;TensorFlow;scikit-learn;MLOps,"Riverstone Software is hiring a Lead Machine Learning Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Platform Engineer,PixelFoundry,Remote,true,true,130000,165000,Kubernetes;Docker;Terraform;AWS,"PixelFoundry is hiring a Lead Platform Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead DevOps Engineer,Keystone Data,"New York, NY",false,false,133000,173000,CI/CD;Linux;Terraform;AWS,"Keystone Data is hiring a Lead DevOps Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Site Reliability Engineer,Nimbus Security,"San Francisco, CA",false,false,136000,181000,SRE;Prometheus;Kubernetes;Python,"Nimbus Security is hiring a Lead Site Reliability Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Analytics Engineer,MapleGrid,"Austin, TX",true,true,139000,189000,SQL;dbt;Looker;Python,"MapleGrid is hiring a Lead Analytics Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Python Developer,Apex Logistics,"Seattle, WA",false,true,142000,197000,Python;Django;PostgreSQL;REST APIs,"Apex Logistics is hiring a Lead Python Developer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Cloud Engineer,Veridian Energy,"Boston, MA",false,false,145000,180000,AWS;Terraform;Docker;Networking,"Veridian Energy is hiring a Lead Cloud Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead API Engineer,StackWave,"Chicago, IL",true,false,148000,188000,FastAPI;Python;OpenAPI;PostgreSQL,"StackWave is hiring a Lead API Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Security Engineer,Quartz Bio,"Denver, CO",false,true,151000,196000,Security;Python;AWS;SIEM,"Quartz Bio is hiring a Lead Security Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Mobile Engineer,RelayOps,"Atlanta, GA",false,true,154000,204000,Kotlin;Swift;REST APIs;Testing,"RelayOps is hiring a Lead Mobile Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead QA Automation Engineer,PrismHR,"Raleigh, NC",true,false,157000,212000,Pytest;Selenium;Python;CI/CD,"PrismHR is hiring a Lead QA Automation Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Data Scientist,Northstar Labs,"Washington, DC",false,false,160000,195000,Python;Statistics;SQL;Machine Learning,"Northstar Labs is hiring a Lead Data Scientist to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead MLOps Engineer,BrightBridge Health,"Portland, OR",false,true,163000,203000,MLOps;Docker;Kubernetes;Python,"BrightBridge Health is hiring a Lead MLOps Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Product Engineer,Cedar Analytics,"Los Angeles, CA",true,true,166000,211000,Product Thinking;TypeScript;Python;APIs,"Cedar Analytics is hiring a Lead Product Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Database Engineer,Orbit Commerce,"Philadelphia, PA",false,false,169000,219000,PostgreSQL;SQL;Performance Tuning;Python,"Orbit Commerce is hiring a Lead Database Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Lead Solutions Engineer,Summit Robotics,"Minneapolis, MN",false,false,172000,227000,Customer Discovery;Python;SQL;APIs,"Summit Robotics is hiring a Lead Solutions Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Backend Engineer,Harbor Fintech,Remote,true,true,85000,120000,Python;FastAPI;SQLAlchemy;PostgreSQL,"Harbor Fintech is hiring a Associate Backend Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Frontend Engineer,ClearPath AI,"New York, NY",false,true,88000,128000,TypeScript;React;CSS;REST APIs,"ClearPath AI is hiring a Associate Frontend Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Full Stack Engineer,BluePeak Systems,"San Francisco, CA",false,false,91000,136000,Python;React;PostgreSQL;Docker,"BluePeak Systems is hiring a Associate Full Stack Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Data Engineer,LatticeWorks,"Austin, TX",true,false,94000,144000,Python;SQL;Airflow;dbt,"LatticeWorks is hiring a Associate Data Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Machine Learning Engineer,MetroScale,"Seattle, WA",false,true,97000,152000,Python;TensorFlow;scikit-learn;MLOps,"MetroScale is hiring a Associate Machine Learning Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Platform Engineer,NovaPay,"Boston, MA",false,true,100000,135000,Kubernetes;Docker;Terraform;AWS,"NovaPay is hiring a Associate Platform Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate DevOps Engineer,Evergreen Cloud,"Chicago, IL",true,false,103000,143000,CI/CD;Linux;Terraform;AWS,"Evergreen Cloud is hiring a Associate DevOps Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Site Reliability Engineer,SignalForge,"Denver, CO",false,false,106000,151000,SRE;Prometheus;Kubernetes;Python,"SignalForge is hiring a Associate Site Reliability Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
Associate Analytics Engineer,Atlas Learning,"Atlanta, GA",false,true,109000,159000,SQL;dbt;Looker;Python,"Atlas Learning is hiring a Associate Analytics Engineer to build reliable product features, collaborate with cross-functional teams, and improve systems used by customers."
